season,start_hour,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
winter,7,thursday,clear cloudy,0.32,0.3182,0.7,0.194,6,252,258
winter,8,thursday,mist cloudy,0.34,0.3182,0.66,0.2239,8,449,457
winter,9,thursday,mist cloudy,0.36,0.3333,0.62,0.2836,6,274,280
winter,10,thursday,mist cloudy,0.4,0.4091,0.58,0.2985,4,105,109
winter,11,thursday,mist cloudy,0.4,0.4091,0.62,0.4179,9,126,135
winter,12,thursday,mist cloudy,0.46,0.4545,0.59,0.4925,17,140,157
winter,13,thursday,mist cloudy,0.5,0.4848,0.55,0.3582,14,150,164
winter,14,thursday,mist cloudy,0.52,0.5,0.52,0.3284,8,124,132
winter,15,thursday,light rain,0.52,0.5,0.55,0.2239,6,76,82
winter,16,thursday,light rain,0.46,0.4545,0.72,0.1642,7,124,131
winter,17,thursday,mist cloudy,0.52,0.5,0.59,0.2836,14,310,324
winter,18,thursday,mist cloudy,0.52,0.5,0.59,0.2985,14,363,377
winter,19,thursday,mist cloudy,0.52,0.5,0.59,0.2836,13,274,287
winter,20,thursday,clear cloudy,0.52,0.5,0.59,0.3284,12,209,221
winter,21,thursday,clear cloudy,0.5,0.4848,0.63,0.2985,10,145,155
winter,22,thursday,clear cloudy,0.52,0.5,0.63,0.3284,8,116,124
winter,23,thursday,clear cloudy,0.52,0.5,0.63,0.3284,10,104,114
winter,0,friday,clear cloudy,0.5,0.4848,0.72,0.3284,12,60,72
winter,1,friday,clear cloudy,0.5,0.4848,0.72,0.2239,3,28,31
winter,2,friday,clear cloudy,0.48,0.4697,0.77,0.1045,0,23,23
winter,3,friday,clear cloudy,0.46,0.4545,0.82,0.1343,2,3,5
winter,4,friday,mist cloudy,0.5,0.4848,0.59,0.194,1,4,5
winter,5,friday,clear cloudy,0.48,0.4697,0.44,0.3881,0,26,26
winter,6,friday,mist cloudy,0.44,0.4394,0.33,0.2985,2,80,82
winter,7,friday,mist cloudy,0.38,0.3939,0.46,0.2985,5,226,231
winter,8,friday,clear cloudy,0.36,0.3333,0.46,0.4179,10,449,459
winter,9,friday,clear cloudy,0.36,0.3333,0.46,0.3881,8,235,243
winter,10,friday,clear cloudy,0.34,0.303,0.46,0.2985,10,122,132
winter,11,friday,mist cloudy,0.34,0.303,0.42,0.2985,9,135,144
winter,12,friday,mist cloudy,0.34,0.303,0.42,0.3582,10,163,173
winter,13,friday,mist cloudy,0.34,0.303,0.39,0.3582,12,125,137
winter,14,friday,mist cloudy,0.34,0.3182,0.42,0.2239,13,115,128
winter,15,friday,mist cloudy,0.32,0.303,0.45,0.2985,12,141,153
winter,16,friday,mist cloudy,0.32,0.303,0.45,0.2239,12,212,224
winter,17,friday,mist cloudy,0.32,0.303,0.45,0.2836,13,352,365
winter,18,friday,mist cloudy,0.32,0.303,0.45,0.2537,10,285,295
winter,19,friday,mist cloudy,0.32,0.303,0.45,0.2239,11,203,214
winter,20,friday,mist cloudy,0.32,0.3182,0.45,0.194,6,146,152
winter,21,friday,mist cloudy,0.32,0.3182,0.45,0.1642,7,95,102
winter,22,friday,mist cloudy,0.3,0.303,0.49,0.1642,6,100,106
winter,23,friday,mist cloudy,0.3,0.303,0.49,0.1343,4,71,75
winter,0,saturday,clear cloudy,0.3,0.2879,0.49,0.2836,3,59,62
winter,1,saturday,mist cloudy,0.3,0.2879,0.52,0.2537,4,39,43
winter,2,saturday,mist cloudy,0.28,0.2727,0.56,0.2239,11,47,58
winter,3,saturday,clear cloudy,0.26,0.2576,0.6,0.194,4,22,26
winter,4,saturday,clear cloudy,0.24,0.2424,0.65,0.1642,0,9,9
winter,5,saturday,mist cloudy,0.26,0.2576,0.6,0.194,2,7,9
winter,6,saturday,mist cloudy,0.26,0.2424,0.56,0.2836,0,17,17
winter,7,saturday,mist cloudy,0.26,0.2576,0.56,0.2239,0,20,20
winter,8,saturday,mist cloudy,0.26,0.2576,0.56,0.2239,4,55,59
winter,9,saturday,mist cloudy,0.26,0.2424,0.56,0.2537,5,95,100
winter,10,saturday,mist cloudy,0.26,0.2424,0.52,0.2836,10,171,181
winter,11,saturday,mist cloudy,0.28,0.2576,0.45,0.3284,21,188,209
winter,12,saturday,mist cloudy,0.28,0.2576,0.45,0.2836,28,216,244
winter,13,saturday,mist cloudy,0.28,0.2727,0.48,0.2537,32,204,236
winter,14,saturday,clear cloudy,0.28,0.2576,0.45,0.3582,30,207,237
winter,15,saturday,clear cloudy,0.28,0.2576,0.45,0.2836,33,195,228
winter,16,saturday,clear cloudy,0.28,0.2727,0.45,0.2239,30,192,222
winter,17,saturday,clear cloudy,0.26,0.2576,0.48,0.2239,12,153,165
winter,18,saturday,clear cloudy,0.26,0.2273,0.48,0.3881,7,150,157
winter,19,saturday,light rain,0.24,0.2121,0.65,0.3284,11,95,106
winter,20,saturday,clear cloudy,0.22,0.2121,0.69,0.2537,7,99,106
winter,21,saturday,clear cloudy,0.2,0.2121,0.75,0.1642,8,88,96
winter,22,saturday,clear cloudy,0.2,0.2121,0.75,0.1642,7,73,80
winter,23,saturday,clear cloudy,0.2,0.2273,0.75,0.0,6,63,69
winter,0,sunday,clear cloudy,0.2,0.2121,0.75,0.1343,7,64,71
winter,1,sunday,clear cloudy,0.2,0.2273,0.69,0.1045,3,43,46
winter,2,sunday,clear cloudy,0.22,0.2424,0.55,0.1045,2,39,41
winter,3,sunday,clear cloudy,0.22,0.2121,0.55,0.2239,2,16,18
winter,4,sunday,clear cloudy,0.22,0.2121,0.55,0.2239,0,1,1
winter,5,sunday,clear cloudy,0.2,0.2273,0.59,0.1045,1,4,5
winter,6,sunday,clear cloudy,0.2,0.2121,0.59,0.1343,0,3,3
winter,7,sunday,clear cloudy,0.2,0.2121,0.59,0.1642,1,11,12
winter,8,sunday,clear cloudy,0.2,0.2576,0.69,0.0,1,31,32
winter,9,sunday,clear cloudy,0.22,0.2273,0.64,0.1642,6,75,81
winter,10,sunday,clear cloudy,0.24,0.2273,0.6,0.2537,7,122,129
winter,11,sunday,mist cloudy,0.24,0.2273,0.6,0.2239,20,168,188
winter,12,sunday,clear cloudy,0.26,0.2576,0.6,0.2239,26,202,228
winter,13,sunday,clear cloudy,0.3,0.2727,0.49,0.2985,18,210,228
winter,14,sunday,clear cloudy,0.3,0.2879,0.49,0.2836,19,200,219
winter,15,sunday,clear cloudy,0.32,0.303,0.45,0.2836,23,184,207
winter,16,sunday,clear cloudy,0.28,0.2727,0.48,0.2537,27,207,234
winter,17,sunday,clear cloudy,0.28,0.2727,0.46,0.1642,10,126,136
winter,18,sunday,clear cloudy,0.28,0.2727,0.45,0.194,15,123,138
winter,19,sunday,clear cloudy,0.26,0.2727,0.52,0.1343,5,130,135
winter,20,sunday,clear cloudy,0.24,0.2576,0.6,0.1045,10,94,104
winter,21,sunday,clear cloudy,0.22,0.2727,0.64,0.0,9,80,89
winter,22,sunday,clear cloudy,0.22,0.2273,0.75,0.194,2,47,49
winter,23,sunday,clear cloudy,0.2,0.2273,0.75,0.1045,6,31,37
winter,0,monday,clear cloudy,0.2,0.2273,0.75,0.0896,3,14,17
winter,1,monday,clear cloudy,0.18,0.2121,0.8,0.0896,3,8,11
winter,2,monday,clear cloudy,0.18,0.2121,0.8,0.0896,0,3,3
winter,3,monday,clear cloudy,0.16,0.197,0.86,0.0896,0,3,3
winter,4,monday,clear cloudy,0.16,0.1818,0.86,0.1343,0,4,4
winter,5,monday,clear cloudy,0.14,0.1667,0.93,0.1045,0,21,21
winter,6,monday,clear cloudy,0.16,0.1818,0.86,0.1045,0,68,68
winter,7,monday,clear cloudy,0.18,0.2121,0.74,0.1045,4,187,191
winter,8,monday,clear cloudy,0.2,0.197,0.75,0.194,8,389,397
winter,9,monday,clear cloudy,0.22,0.2121,0.69,0.2239,17,166,183
winter,10,monday,clear cloudy,0.24,0.2273,0.67,0.194,12,96,108
winter,11,monday,clear cloudy,0.26,0.2424,0.65,0.2537,22,105,127
winter,12,monday,clear cloudy,0.3,0.2727,0.61,0.3284,13,128,141
winter,13,monday,clear cloudy,0.34,0.303,0.49,0.3284,15,127,142
winter,14,monday,clear cloudy,0.36,0.3485,0.46,0.2239,30,107,137
winter,15,monday,clear cloudy,0.38,0.3939,0.46,0.1642,24,135,159
winter,16,monday,clear cloudy,0.4,0.4091,0.4,0.2537,19,189,208
winter,17,monday,clear cloudy,0.38,0.3939,0.46,0.194,16,362,378
winter,18,monday,clear cloudy,0.36,0.3485,0.5,0.194,11,343,354
winter,19,monday,mist cloudy,0.36,0.3485,0.53,0.1642,17,234,251
winter,20,monday,clear cloudy,0.4,0.4091,0.4,0.1642,9,197,206
winter,21,monday,mist cloudy,0.36,0.3485,0.53,0.1343,15,112,127
winter,22,monday,mist cloudy,0.36,0.3485,0.57,0.1642,12,95,107
winter,23,monday,clear cloudy,0.36,0.3485,0.53,0.1642,10,50,60
winter,0,tuesday,clear cloudy,0.36,0.3636,0.57,0.1045,0,21,21
winter,1,tuesday,clear cloudy,0.36,0.3788,0.53,0.0,0,6,6
winter,2,tuesday,mist cloudy,0.34,0.3636,0.61,0.0,1,10,11
winter,3,tuesday,mist cloudy,0.34,0.3636,0.61,0.0,1,1,2
winter,4,tuesday,mist cloudy,0.36,0.3636,0.53,0.1045,0,4,4
winter,5,tuesday,mist cloudy,0.36,0.3788,0.57,0.0,0,15,15
winter,6,tuesday,mist cloudy,0.36,0.3788,0.57,0.0,1,71,72
winter,7,tuesday,mist cloudy,0.36,0.3788,0.62,0.0,7,261,268
winter,8,tuesday,mist cloudy,0.42,0.4242,0.54,0.0896,10,422,432
winter,9,tuesday,mist cloudy,0.36,0.3788,0.66,0.0,14,245,259
winter,10,tuesday,mist cloudy,0.42,0.4242,0.58,0.194,20,109,129
winter,11,tuesday,mist cloudy,0.4,0.4091,0.62,0.1642,13,116,129
winter,12,tuesday,mist cloudy,0.44,0.4394,0.54,0.1343,16,159,175
winter,13,tuesday,mist cloudy,0.44,0.4394,0.54,0.1343,18,163,181
winter,14,tuesday,mist cloudy,0.44,0.4394,0.58,0.1045,11,127,138
winter,15,tuesday,mist cloudy,0.44,0.4394,0.54,0.0,15,139,154
winter,16,tuesday,clear cloudy,0.44,0.4394,0.54,0.0,20,218,238
winter,17,tuesday,clear cloudy,0.4,0.4091,0.62,0.1642,14,417,431
winter,18,tuesday,clear cloudy,0.38,0.3939,0.66,0.194,26,385,411
winter,19,tuesday,clear cloudy,0.38,0.3939,0.66,0.0,6,218,224
winter,20,tuesday,clear cloudy,0.36,0.3788,0.66,0.0,3,144,147
winter,21,tuesday,clear cloudy,0.36,0.3636,0.66,0.0896,4,139,143
winter,22,tuesday,mist cloudy,0.36,0.3788,0.66,0.0,3,104,107
winter,23,tuesday,mist cloudy,0.38,0.3939,0.62,0.0,13,40,53
spring,0,wednesday,mist cloudy,0.34,0.3333,0.71,0.1343,7,18,25
spring,1,wednesday,mist cloudy,0.36,0.3636,0.66,0.1045,1,10,11
spring,2,wednesday,mist cloudy,0.36,0.3788,0.71,0.0,0,4,4
spring,3,wednesday,mist cloudy,0.36,0.3788,0.71,0.0,0,2,2
spring,4,wednesday,mist cloudy,0.36,0.3788,0.71,0.0,0,2,2
spring,5,wednesday,mist cloudy,0.38,0.3939,0.82,0.1045,0,28,28
spring,6,wednesday,mist cloudy,0.36,0.3788,0.87,0.0,1,75,76
spring,7,wednesday,mist cloudy,0.36,0.3636,0.87,0.1045,5,224,229
spring,8,wednesday,light rain,0.36,0.3788,0.93,0.0,12,393,405
spring,9,wednesday,mist cloudy,0.4,0.4091,0.87,0.2239,14,220,234
spring,10,wednesday,mist cloudy,0.48,0.4697,0.82,0.4179,6,83,89
spring,11,wednesday,mist cloudy,0.48,0.4697,0.82,0.4179,3,53,56
spring,12,wednesday,light rain,0.46,0.4545,0.88,0.3881,3,58,61
spring,13,wednesday,light rain,0.44,0.4394,0.94,0.2985,3,55,58
spring,14,wednesday,mist cloudy,0.48,0.4697,0.88,0.3582,11,40,51
spring,15,wednesday,mist cloudy,0.48,0.4697,0.88,0.3881,4,57,61
spring,16,wednesday,light rain,0.44,0.4394,1.0,0.3284,6,95,101
spring,17,wednesday,light rain,0.44,0.4394,1.0,0.3284,3,226,229
spring,18,wednesday,mist cloudy,0.44,0.4394,1.0,0.2985,2,278,280
spring,19,wednesday,mist cloudy,0.5,0.4848,0.94,0.3284,9,200,209
spring,20,wednesday,mist cloudy,0.5,0.4848,0.94,0.3582,5,162,167
spring,21,wednesday,clear cloudy,0.5,0.4848,0.88,0.2836,9,114,123
spring,22,wednesday,clear cloudy,0.5,0.4848,0.88,0.2537,3,102,105
spring,23,wednesday,clear cloudy,0.5,0.4848,0.88,0.194,0,54,54
spring,0,thursday,mist cloudy,0.5,0.4848,0.82,0.1045,3,24,27
spring,1,thursday,clear cloudy,0.44,0.4394,0.94,0.0896,0,15,15
spring,2,thursday,clear cloudy,0.48,0.4697,0.82,0.1045,1,10,11
spring,3,thursday,clear cloudy,0.44,0.4394,0.67,0.1642,0,6,6
spring,4,thursday,clear cloudy,0.38,0.3939,0.82,0.1343,0,3,3
spring,5,thursday,clear cloudy,0.38,0.3939,0.82,0.0,1,15,16
spring,6,thursday,clear cloudy,0.36,0.3788,0.87,0.0,1,63,64
spring,7,thursday,clear cloudy,0.34,0.3636,0.93,0.0,4,182,186
spring,8,thursday,mist cloudy,0.36,0.3788,0.87,0.0,10,333,343
spring,9,thursday,mist cloudy,0.38,0.3939,0.87,0.0896,10,218,228
spring,10,thursday,mist cloudy,0.4,0.4091,0.82,0.0896,13,128,141
spring,11,thursday,mist cloudy,0.44,0.4394,0.77,0.0,10,135,145
spring,12,thursday,mist cloudy,0.48,0.4697,0.55,0.0,22,180,202
spring,13,thursday,mist cloudy,0.46,0.4545,0.63,0.0,21,167,188
spring,14,thursday,mist cloudy,0.46,0.4545,0.63,0.0,23,136,159
spring,15,thursday,mist cloudy,0.48,0.4697,0.59,0.0,28,186,214
spring,16,thursday,mist cloudy,0.46,0.4545,0.63,0.0,30,226,256
spring,17,thursday,mist cloudy,0.44,0.4394,0.67,0.1642,24,332,356
spring,18,thursday,mist cloudy,0.44,0.4394,0.62,0.0896,11,277,288
spring,19,thursday,mist cloudy,0.44,0.4394,0.62,0.0,12,130,142
spring,20,thursday,light rain,0.42,0.4242,0.71,0.0,0,33,33
spring,21,thursday,light rain,0.42,0.4242,0.71,0.0,2,15,17
spring,22,thursday,light rain,0.36,0.3636,0.93,0.1045,0,17,17
spring,23,thursday,light rain,0.4,0.4091,0.87,0.0,1,10,11
spring,0,friday,light rain,0.4,0.4091,0.87,0.194,2,7,9
spring,1,friday,light rain,0.4,0.4091,0.87,0.194,1,11,12
spring,2,friday,light rain,0.38,0.3939,0.94,0.1343,1,12,13
spring,3,friday,light rain,0.38,0.3939,0.94,0.1343,0,4,4
spring,4,friday,light rain,0.38,0.3939,0.94,0.2836,0,2,2
spring,5,friday,clear cloudy,0.36,0.3485,0.93,0.194,0,8,8
spring,6,friday,clear cloudy,0.38,0.3939,0.82,0.2537,0,40,40
spring,7,friday,clear cloudy,0.38,0.3939,0.82,0.2239,4,88,92
spring,8,friday,clear cloudy,0.4,0.4091,0.76,0.2537,9,173,182
spring,9,friday,clear cloudy,0.4,0.4091,0.66,0.2985,4,152,156
spring,10,friday,clear cloudy,0.4,0.4091,0.62,0.3582,8,96,104
spring,11,friday,clear cloudy,0.4,0.4091,0.58,0.4478,26,148,174
spring,12,friday,clear cloudy,0.4,0.4091,0.54,0.5224,14,156,170
spring,13,friday,clear cloudy,0.4,0.4091,0.5,0.4627,17,177,194
spring,14,friday,clear cloudy,0.4,0.4091,0.54,0.4179,23,177,200
spring,15,friday,clear cloudy,0.38,0.3939,0.54,0.3582,12,191,203
spring,16,friday,clear cloudy,0.38,0.3939,0.5,0.2985,15,166,181
spring,17,friday,clear cloudy,0.36,0.3485,0.53,0.2239,11,129,140
spring,18,friday,clear cloudy,0.36,0.3333,0.5,0.2537,4,91,95
spring,19,friday,clear cloudy,0.34,0.3333,0.53,0.194,1,75,76
spring,20,friday,clear cloudy,0.32,0.303,0.61,0.3284,3,47,50
spring,21,friday,clear cloudy,0.32,0.303,0.61,0.2239,0,32,32
spring,22,friday,clear cloudy,0.32,0.3182,0.66,0.194,4,43,47
spring,23,friday,clear cloudy,0.32,0.3333,0.66,0.1343,4,21,25
spring,0,saturday,mist cloudy,0.32,0.3182,0.7,0.1642,3,20,23
spring,1,saturday,mist cloudy,0.32,0.3485,0.66,0.0,1,15,16
spring,2,saturday,mist cloudy,0.32,0.3333,0.66,0.0896,4,22,26
spring,3,saturday,mist cloudy,0.32,0.3333,0.7,0.0896,0,5,5
spring,4,saturday,mist cloudy,0.32,0.3182,0.66,0.1642,0,3,3
spring,5,saturday,mist cloudy,0.32,0.3182,0.66,0.1642,1,3,4
spring,6,saturday,mist cloudy,0.3,0.303,0.75,0.1642,0,10,10
spring,7,saturday,clear cloudy,0.3,0.2727,0.7,0.3582,0,10,10
spring,8,saturday,clear cloudy,0.28,0.2727,0.7,0.194,0,27,27
spring,9,saturday,clear cloudy,0.3,0.2727,0.45,0.4179,3,53,56
spring,10,saturday,clear cloudy,0.3,0.2576,0.42,0.4925,4,52,56
spring,11,saturday,clear cloudy,0.32,0.2879,0.39,0.3582,9,62,71
spring,12,saturday,clear cloudy,0.34,0.3182,0.39,0.2836,15,79,94
spring,13,saturday,clear cloudy,0.34,0.303,0.39,0.2985,24,97,121
spring,14,saturday,clear cloudy,0.34,0.303,0.39,0.2985,15,70,85
spring,15,saturday,clear cloudy,0.32,0.303,0.39,0.2239,15,82,97
spring,16,saturday,clear cloudy,0.32,0.3182,0.42,0.194,25,74,99
spring,17,saturday,clear cloudy,0.28,0.2879,0.45,0.1343,15,53,68
spring,18,saturday,clear cloudy,0.3,0.3182,0.42,0.0896,2,33,35
spring,19,saturday,clear cloudy,0.3,0.3182,0.52,0.0896,1,24,25
spring,20,saturday,clear cloudy,0.26,0.2727,0.56,0.1343,5,19,24
spring,21,saturday,clear cloudy,0.26,0.2576,0.56,0.1642,4,15,19
spring,22,saturday,clear cloudy,0.24,0.2879,0.52,0.0,8,12,20
spring,23,saturday,clear cloudy,0.24,0.2576,0.56,0.0,1,16,17
spring,0,sunday,clear cloudy,0.24,0.2273,0.6,0.194,2,4,6
spring,1,sunday,clear cloudy,0.22,0.2273,0.69,0.1343,2,2,4
spring,2,sunday,clear cloudy,0.22,0.2576,0.75,0.0896,0,2,2
spring,3,sunday,clear cloudy,0.22,0.2727,0.72,0.0,1,3,4
spring,5,sunday,clear cloudy,0.2,0.2273,0.75,0.1045,0,1,1
spring,6,sunday,clear cloudy,0.2,0.2273,0.75,0.1045,0,1,1
spring,7,sunday,clear cloudy,0.22,0.2424,0.8,0.1045,0,4,4
spring,8,sunday,clear cloudy,0.2,0.2121,0.8,0.1642,1,4,5
spring,9,sunday,clear cloudy,0.24,0.2424,0.87,0.1642,3,20,23
spring,10,sunday,clear cloudy,0.26,0.2424,0.81,0.2537,31,12,43
spring,11,sunday,clear cloudy,0.3,0.303,0.7,0.1642,43,42,85
spring,12,sunday,clear cloudy,0.3,0.2727,0.75,0.2985,25,41,66
spring,13,sunday,clear cloudy,0.32,0.303,0.7,0.2537,40,39,79
spring,14,sunday,clear cloudy,0.34,0.3182,0.61,0.2537,41,45,86
spring,15,sunday,clear cloudy,0.34,0.3333,0.61,0.194,43,48,91
spring,16,sunday,clear cloudy,0.36,0.3636,0.57,0.1045,35,51,86
spring,17,sunday,clear cloudy,0.34,0.3333,0.61,0.1343,11,33,44
spring,18,sunday,clear cloudy,0.32,0.3182,0.7,0.194,7,23,30
spring,19,sunday,clear cloudy,0.32,0.3333,0.57,0.1343,2,14,16
spring,20,sunday,clear cloudy,0.32,0.3333,0.49,0.0896,8,18,26
spring,21,sunday,clear cloudy,0.3,0.303,0.56,0.1343,4,15,19
spring,22,sunday,clear cloudy,0.28,0.2727,0.61,0.1642,2,15,17
spring,23,sunday,clear cloudy,0.26,0.2727,0.65,0.1343,2,14,16
spring,0,monday,clear cloudy,0.22,0.2273,0.75,0.1642,5,6,11
spring,1,monday,clear cloudy,0.28,0.2727,0.56,0.194,3,7,10
spring,2,monday,clear cloudy,0.34,0.3182,0.46,0.2239,2,5,7
spring,4,monday,clear cloudy,0.34,0.303,0.46,0.2985,0,2,2
spring,5,monday,clear cloudy,0.34,0.303,0.42,0.3881,0,4,4
spring,6,monday,clear cloudy,0.32,0.303,0.45,0.2836,0,4,4
spring,7,monday,clear cloudy,0.32,0.3182,0.45,0.194,2,17,19
spring,8,monday,clear cloudy,0.32,0.3333,0.45,0.1343,5,13,18
spring,9,monday,clear cloudy,0.34,0.303,0.46,0.2985,24,38,62
spring,10,monday,clear cloudy,0.34,0.2879,0.42,0.5224,31,39,70
spring,11,monday,clear cloudy,0.34,0.2879,0.46,0.5821,40,51,91
spring,12,monday,clear cloudy,0.36,0.3182,0.43,0.4627,34,66,100
spring,13,monday,clear cloudy,0.38,0.3939,0.4,0.2985,57,83,140
spring,14,monday,clear cloudy,0.38,0.3939,0.4,0.3284,73,80,153
spring,15,monday,clear cloudy,0.38,0.3939,0.4,0.2537,26,105,131
spring,16,monday,clear cloudy,0.36,0.3333,0.43,0.2836,28,69,97
spring,17,monday,clear cloudy,0.34,0.3182,0.46,0.2239,30,67,97
spring,18,monday,clear cloudy,0.32,0.3333,0.49,0.0896,21,54,75
spring,19,monday,clear cloudy,0.3,0.3182,0.65,0.0896,16,49,65
spring,20,monday,clear cloudy,0.3,0.3182,0.56,0.0896,14,42,56
spring,21,monday,clear cloudy,0.26,0.303,0.7,0.0,10,39,49
spring,22,monday,clear cloudy,0.26,0.303,0.7,0.0,5,22,27
spring,23,monday,clear cloudy,0.26,0.2727,0.7,0.1045,4,25,29
spring,0,tuesday,clear cloudy,0.26,0.2576,0.7,0.1642,3,9,12
spring,1,tuesday,clear cloudy,0.26,0.2727,0.7,0.1343,0,6,6
spring,2,tuesday,clear cloudy,0.26,0.2727,0.7,0.1343,2,2,4
spring,3,tuesday,mist cloudy,0.3,0.2879,0.61,0.2239,0,3,3
spring,4,tuesday,mist cloudy,0.3,0.2879,0.65,0.2239,0,3,3
spring,5,tuesday,mist cloudy,0.3,0.2727,0.64,0.2836,0,8,8
spring,6,tuesday,mist cloudy,0.3,0.2727,0.61,0.2985,0,35,35
spring,7,tuesday,mist cloudy,0.3,0.2879,0.65,0.2836,1,79,80
spring,8,tuesday,mist cloudy,0.3,0.303,0.65,0.1642,9,155,164
spring,9,tuesday,light rain,0.32,0.3333,0.66,0.1045,19,85,104
spring,10,tuesday,mist cloudy,0.32,0.3333,0.66,0.0896,13,47,60
spring,11,tuesday,light rain,0.32,0.3333,0.66,0.1045,6,24,30
spring,12,tuesday,light rain,0.3,0.3182,0.81,0.0896,8,16,24
spring,13,tuesday,light rain,0.3,0.303,0.87,0.1343,1,19,20
spring,14,tuesday,light rain,0.42,0.4242,0.82,0.3881,0,14,14
spring,15,tuesday,light rain,0.42,0.4242,0.82,0.3881,2,17,19
spring,16,tuesday,light rain,0.44,0.4394,0.88,0.3284,2,44,46
spring,17,tuesday,light rain,0.4,0.4091,0.87,0.1343,6,109,115
spring,18,tuesday,clear cloudy,0.38,0.3939,0.87,0.2836,9,126,135
spring,19,tuesday,clear cloudy,0.34,0.3333,0.87,0.1642,3,87,90
spring,20,tuesday,clear cloudy,0.32,0.3333,0.93,0.0896,3,66,69
spring,21,tuesday,clear cloudy,0.32,0.3333,0.87,0.0896,11,52,63
spring,22,tuesday,clear cloudy,0.32,0.3333,0.87,0.0896,3,29,32
spring,23,tuesday,clear cloudy,0.3,0.303,0.93,0.1343,2,24,26
spring,0,wednesday,clear cloudy,0.32,0.3182,0.87,0.1642,0,10,10
spring,1,wednesday,clear cloudy,0.32,0.3182,0.76,0.1642,0,12,12
spring,2,wednesday,clear cloudy,0.32,0.303,0.61,0.2537,0,7,7
spring,3,wednesday,clear cloudy,0.32,0.303,0.61,0.2537,0,4,4
spring,5,wednesday,clear cloudy,0.32,0.2879,0.57,0.3582,0,9,9
spring,6,wednesday,clear cloudy,0.32,0.303,0.57,0.2537,1,42,43
spring,7,wednesday,clear cloudy,0.32,0.303,0.57,0.2537,4,106,110
spring,8,wednesday,clear cloudy,0.32,0.2879,0.57,0.3582,11,206,217
spring,9,wednesday,clear cloudy,0.32,0.303,0.57,0.3284,18,171,189
spring,10,wednesday,clear cloudy,0.34,0.3182,0.57,0.2239,12,84,96
spring,11,wednesday,clear cloudy,0.36,0.3333,0.46,0.3582,18,93,111
spring,12,wednesday,clear cloudy,0.34,0.2879,0.46,0.5522,32,108,140
spring,13,wednesday,clear cloudy,0.34,0.2879,0.39,0.4627,24,135,159
spring,14,wednesday,clear cloudy,0.32,0.2879,0.39,0.3881,24,96,120
spring,15,wednesday,clear cloudy,0.32,0.2879,0.36,0.4179,16,101,117
spring,16,wednesday,clear cloudy,0.3,0.2727,0.36,0.4179,23,144,167
spring,17,wednesday,clear cloudy,0.28,0.2727,0.38,0.2537,25,225,250
spring,18,wednesday,clear cloudy,0.26,0.2273,0.38,0.3284,10,159,169
spring,19,wednesday,clear cloudy,0.24,0.2273,0.41,0.2537,16,135,151
spring,20,wednesday,clear cloudy,0.24,0.2273,0.41,0.2239,9,70,79
spring,21,wednesday,clear cloudy,0.22,0.2273,0.44,0.1343,7,63,70
spring,22,wednesday,clear cloudy,0.22,0.2424,0.44,0.1045,2,31,33
spring,23,wednesday,clear cloudy,0.22,0.2121,0.44,0.2537,3,36,39
spring,0,thursday,mist cloudy,0.22,0.2273,0.47,0.194,4,24,28
spring,1,thursday,clear cloudy,0.22,0.2121,0.47,0.2239,0,15,15
spring,2,thursday,clear cloudy,0.2,0.2273,0.51,0.1045,0,3,3
spring,3,thursday,clear cloudy,0.2,0.197,0.55,0.194,0,2,2
spring,4,thursday,clear cloudy,0.2,0.2121,0.55,0.1642,1,2,3
spring,5,thursday,clear cloudy,0.2,0.2273,0.55,0.1045,0,10,10
spring,6,thursday,clear cloudy,0.2,0.2576,0.59,0.0,2,39,41
spring,7,thursday,clear cloudy,0.18,0.2121,0.64,0.0896,2,104,106
spring,8,thursday,mist cloudy,0.2,0.2576,0.64,0.0,3,207,210
spring,9,thursday,mist cloudy,0.2,0.2121,0.64,0.1343,15,155,170
spring,10,thursday,mist cloudy,0.22,0.2273,0.64,0.1642,13,97,110
spring,11,thursday,mist cloudy,0.24,0.2576,0.6,0.0896,23,99,122
spring,12,thursday,mist cloudy,0.26,0.2727,0.56,0.1045,12,118,130
spring,13,thursday,mist cloudy,0.28,0.2879,0.52,0.1045,36,95,131
spring,14,thursday,mist cloudy,0.3,0.3333,0.52,0.0,30,112,142
spring,15,thursday,mist cloudy,0.3,0.3182,0.52,0.0896,27,150,177
spring,16,thursday,clear cloudy,0.3,0.303,0.52,0.1642,22,155,177
spring,17,thursday,clear cloudy,0.3,0.303,0.61,0.1642,14,226,240
spring,18,thursday,clear cloudy,0.3,0.303,0.56,0.1343,15,192,207
spring,19,thursday,clear cloudy,0.3,0.3182,0.56,0.1045,11,124,135
spring,20,thursday,clear cloudy,0.28,0.2879,0.65,0.1045,8,88,96
spring,21,thursday,mist cloudy,0.28,0.2879,0.61,0.1343,8,60,68
spring,22,thursday,clear cloudy,0.28,0.2879,0.65,0.1343,7,48,55
spring,23,thursday,clear cloudy,0.3,0.303,0.65,0.1642,1,44,45
spring,0,friday,clear cloudy,0.28,0.2879,0.7,0.1343,4,26,30
spring,1,friday,clear cloudy,0.26,0.2879,0.65,0.0896,9,11,20
spring,2,friday,clear cloudy,0.24,0.2576,0.7,0.1045,2,10,12
spring,3,friday,clear cloudy,0.24,0.2576,0.7,0.1045,0,6,6
